"Date","Invocation","Log"
"07/03/2026 20:13:48","Batch-Delete-BigFileinEpub","<Action> Suppression de 'misc\revenant-d-albanie_bookys.epub' dans 'C:\Users\sense\Downloads\mon-cerveau-sous-emprise_bookys.epub'"
"07/03/2026 20:13:48","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\8-500-000-fonder-demain.epub' dans 'C:\Users\sense\Downloads\serge-de-sampigny-dans-la-tete-des-ss-2019.epub'"
"11/03/2026 21:33:04","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"11/03/2026 21:33:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\4.40 MB.jpg' dans 'C:\Users\sense\Downloads\Anthony.Horowitz.2026.M.Comme.Meurtre.French.Epub-NoGRP.epub'"
"11/03/2026 21:33:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\4 MB.jpg' dans 'C:\Users\sense\Downloads\Jean.Berthier.2026.Voyage.Tranquille.Au.Pays.Des.Horreurs.French.Epub-NoGRP.epub'"
"11/03/2026 21:33:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Media\Images\4.30 MB.jpg' dans 'C:\Users\sense\Downloads\Michel.Houellebecq.2026.Combat.Toujours.Perdant.French.Epub-NoGRP.epub'"
"11/03/2026 21:33:05","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.80 MB.jpg' dans 'C:\Users\sense\Downloads\Pauline.Delabroy.Allard.2026.L.Immontrable.French.Epub-NoGRP.epub'"
"11/03/2026 21:33:05","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Thomas+Joseph+Earl+-+Joey.epub'"
"11/03/2026 22:06:11","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"11/03/2026 22:06:11","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\misc\02. ONYX STORM by Rebecca Yarros.epub' dans 'C:\Users\sense\Downloads\au-bout-de-l-enquete-t3-au-bout-de-l-enquete-saison-3_bookys.epub'"
"11/03/2026 22:06:11","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\3.5 MB.jpg' dans 'C:\Users\sense\Downloads\Nos+nouveaux+maîtres-1.epub'"
"11/03/2026 22:06:11","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Petit+Bernard+-+Tsunami+blanc.epub'"
"11/03/2026 22:06:11","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\misc\le-voleur-de-la-reine-t2-la-reine-d-attolie-bookys.epub' dans 'C:\Users\sense\Downloads\Saison+2.+Les+plus+-+Alain+Bauer.epub'"
"13/03/2026 22:44:44","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"13/03/2026 22:44:45","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Edouard.Jousselin.2026.L.Illusionniste.French.Epub-NoGRP.epub'"
"13/03/2026 22:44:45","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\La+Patrouille+de+l'aube+-+Don+Winslow.epub'"
"13/03/2026 22:44:45","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4.10 MB.jpg' dans 'C:\Users\sense\Downloads\Maria.Angels.Anglada.2026.Le.Luthier.D.Auschwitz.French.Epub-NoGRP.epub'"
"14/03/2026 18:20:48","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"14/03/2026 18:20:49","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Samuel.W.Gailey.2026.Une.Ville.Silencieuse.French.Epub-NoGRP.epub'"
"14/03/2026 18:20:49","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\4.80 MB.jpg' dans 'C:\Users\sense\Downloads\Serena.Gentilhomme.2026.Des.Garcons.Comme.Il.Faut.French.Epub-NoGRP.epub'"
"14/03/2026 18:20:49","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\4.40 MB.jpg' dans 'C:\Users\sense\Downloads\Sonoko.Machida.2026.La.Superette.Du.Bord.De.Mer.French.Epub-NoGRP.epub'"
"14/03/2026 18:20:49","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Thomas.Bronnec.2026.Toute.L.Infortune.Du.Monde.French.Epub-NoGRP.epub'"
"15/03/2026 15:12:40","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"15/03/2026 15:12:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\4 MB.jpg' dans 'C:\Users\sense\Downloads\Amelia.Piret.2024.L.Enigme.Des.Disparus.French.Epub-NoGRP.epub'"
"15/03/2026 15:12:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Media\Images\4.50 MB.jpg' dans 'C:\Users\sense\Downloads\Christophe.Penalan.2026.L.Ogre.De.Red.Creek.French.Epub-NoGRP.epub'"
"15/03/2026 15:12:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+Chambre+n13+-+Wallace+Edgar.epub'"
"15/03/2026 15:12:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Tsukiko.Ochi.2026.8.Minutes.A.Pied.De.La.Gare.De.Kamakura.French.Epub-NoGRP.epub'"
"15/03/2026 15:12:40","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Media\Images\4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Wolf.Haas.2026.Court.Circuit.French.Epub-NoGRP.epub'"
"15/03/2026 15:13:45","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"15/03/2026 15:14:34","Find-BigFileInEpub","<Appel>FindBigFileinEpub"
"15/03/2026 15:15:16","Delete-SuspiciousFileInEpub","<Appel> Delete-SuspiciousFileInEpub"
"15/03/2026 15:15:16","Find-BigFileInEpub","<Appel>FindBigFileinEpub"
"15/03/2026 15:15:19","Find-BigFileInEpub","<Appel>FindBigFileinEpub"
"15/03/2026 15:17:09","Find-BigFileInEpub","<Appel>FindBigFileinEpub"
"15/03/2026 15:18:23","Find-BigFileInEpub","<Appel>FindBigFileinEpub"
"15/03/2026 15:18:30","Delete-SuspiciousFileInEpub","<Appel> Delete-SuspiciousFileInEpub"
"15/03/2026 15:18:30","Find-BigFileInEpub","<Appel>FindBigFileinEpub"
"15/03/2026 15:18:30","Delete-SuspiciousFileInEpub","<Action> Suppression de 'OEBPS\content' dans 'C:\Users\sense\Downloads\Boîte+noire+-+Catherine-Anne+Toupin.epub'"
"21/03/2026 13:34:27","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"21/03/2026 13:34:28","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Dolores.Redondo.2026.Celles.Qui.Ne.Dorment.Pas.French.Epub-NoGRP.epub'"
"21/03/2026 13:34:28","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Lain.Levison.2026.Je.Ne.Suis.Pas.La.Pour.Ca.French.Epub-NoGRP.epub'"
"21/03/2026 13:34:28","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Maude.Royer.2025.Dans.L.Univers.Des.Contes.Interdits.Andreas.Le.Chien.Fidele.French.Epub-NoGRP.epub'"
"21/03/2026 13:34:28","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Ragnar.Jonasson.2026.Hulda.French.Epub-NoGRP.epub'"
"22/03/2026 19:35:11","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"22/03/2026 19:35:11","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Cecile.Baudin.2026.Deuil.De.Sel.French.Epub-NoGRP.epub'"
"23/03/2026 19:48:32","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"23/03/2026 19:48:33","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Adele.Rosenfeld.2026.L.Extinction.Des.Vaches.De.Mer.French.Epub-NoGRP.epub'"
"23/03/2026 19:48:33","Batch-Delete-BigFileinEpub","<Action> Suppression de 'misc\la-guerre-des-dragons-t1-le-reveil-des-tenebres_books.epub' dans 'C:\Users\sense\Downloads\les-mechants-meurent-toujours-a-la-fin-bookys.epub'"
"23/03/2026 19:48:33","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\4.80 MB.jpg' dans 'C:\Users\sense\Downloads\Nathalie.Gauthereau.2026.Et.Coule.Le.Sang.Du.Desert.French.Epub-NoGRP.epub'"
"23/03/2026 19:48:33","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4.80 MB.jpg' dans 'C:\Users\sense\Downloads\Nicolas.De.Crecy.2026.Le.Syndrome.De.Kyoto.French.Epub-NoGRP.epub'"
"23/03/2026 19:48:33","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Nicolas.Ferraro.2026.Ambar.French.Epub-NoGRP.epub'"
"25/03/2026 21:12:33","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"25/03/2026 21:12:34","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Adriana.Karembeu.2026.Je.T.Aime.Parce.Que.Je.T.Aime.Et.Voila.Tout.French.Epub-NoGRP.epub'"
"25/03/2026 21:12:34","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4.30 MB.jpg' dans 'C:\Users\sense\Downloads\Alexandre.Robert.2026.Ceux.D.En.Bas.French.Epub-NoGRP.epub'"
"25/03/2026 21:12:34","Batch-Delete-BigFileinEpub","<Action> Suppression de '5 MB.jpg' dans 'C:\Users\sense\Downloads\Anthony.Fasquel.2026.La.Chambre.913.French.Epub-NoGRP.epub'"
"25/03/2026 21:12:34","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\le-voleur-de-la-reine-t2-la-reine-d-attolie-bookys.epub' dans 'C:\Users\sense\Downloads\au-creux-des-etoiles_bookys.epub'"
"25/03/2026 21:12:34","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Francesca.Melandri.2026.Les.Pieds.Froids.French.Epub-NoGRP.epub'"
"25/03/2026 21:12:34","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\Misc\un-effondrement-parfait-bookys.epub' dans 'C:\Users\sense\Downloads\habibi-beyrouth_bookys.epub'"
"25/03/2026 21:12:34","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Il+n'est+jamais+trop+tard.epub'"
"25/03/2026 21:12:34","Batch-Delete-BigFileinEpub","<Action> Suppression de 'misc\le-dernier-enregistrement_bookys.epub' dans 'C:\Users\sense\Downloads\la-double-mort-de-marc-bloch.epub'"
"25/03/2026 21:12:34","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\misc\cuisine-vegetarienne-pour-les-nullissimes-bookys.epub' dans 'C:\Users\sense\Downloads\la-veritable-histoire-du-test-de-bechdel_bookys.epub'"
"25/03/2026 21:12:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'images\4.80 MB.jpg' dans 'C:\Users\sense\Downloads\La.Soif.De.Honte.2025.Nicolas.Bedos.epub'"
"25/03/2026 21:12:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\l-atelier-de-daniel-vezina-bookys.epub' dans 'C:\Users\sense\Downloads\petite-histoire-du-monde-en-50-echecs-cuisants_bookys.epub'"
"25/03/2026 21:12:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'Misc\le-voleur-de-la-reine-t2-la-reine-d-attolie-bookys.epub' dans 'C:\Users\sense\Downloads\traque.epub'"
"25/03/2026 21:13:24","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"25/03/2026 21:13:24","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\2 MB.jpg' dans 'C:\Users\sense\Downloads\Louise est de retour-Episode 1 - Chrystine Brouillet.epub'"
"26/03/2026 22:45:05","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"26/03/2026 22:45:07","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.30 MB.jpg' dans 'C:\Users\sense\Downloads\Agnes.Vannouvong.2026.Brute.French.Epub-NoGRP.epub'"
"26/03/2026 22:45:07","Batch-Delete-BigFileinEpub","<Action> Suppression de 'js\l-atelier-de-daniel-vezina-bookys.epub' dans 'C:\Users\sense\Downloads\lucia-guerrero-t3-ruptures_bookys.epub'"
"26/03/2026 22:45:07","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\l-heritage-du-clan-moreau-t-2-raoul-major-mcgraw-colette-bookys.me.epub' dans 'C:\Users\sense\Downloads\Mega+Pack+Star+Wars+-+549+Romans+-+EPUB+-+Fr+-+Repack+2021+-+Moorea81\05 - Empire (-18 à 4)\1073 - Riposte - T2 - Dette De Vie.epub'"
"26/03/2026 22:45:07","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\La Presse et le Pouvoir de Loui - Bertaud, Jean-Paul.epub' dans 'C:\Users\sense\Downloads\Mega+Pack+Star+Wars+-+549+Romans+-+EPUB+-+Fr+-+Repack+2021+-+Moorea81\07 - Nouvel Ordre Jedi - Nouvelle République (25 à 33)\1467 - Phasma.epub'"
"26/03/2026 22:45:07","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\chiflet-jean-loup-dictionnaire-amoureux-de-la-langue-francaise-www.bookys.me.epub' dans 'C:\Users\sense\Downloads\Mega+Pack+Star+Wars+-+549+Romans+-+EPUB+-+Fr+-+Repack+2021+-+Moorea81\08 - Nouvel Ordre Jedi - Nouvelle Grande Guerre (34 à 36)\1507 - Novélisation - T8 - Les Derniers Jedi.epub'"
"27/03/2026 19:19:12","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"27/03/2026 19:19:14","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Celui+qui+revient+-+Han+Kang.epub'"
"27/03/2026 19:19:14","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Ces-soirs-ranges-dans-mon-tiroir.epub'"
"27/03/2026 19:19:14","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Joan.Lluis.Lluis.2026.Chroniques.D.Un.Dieu.Boiteux.French.Epub-NoGRP.epub'"
"27/03/2026 19:19:14","Batch-Delete-BigFileinEpub","<Action> Suppression de 'La fin du Saharad.epub' dans 'C:\Users\sense\Downloads\l-intrus-bookys.epub'"
"27/03/2026 19:19:14","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+Mort+à+Venise+et+autres+nouvelles+-+Thomas+Mann.epub'"
"27/03/2026 19:19:14","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+Végétarienne+-+Kang+Han.epub'"
"27/03/2026 19:19:14","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Pars,+le+vent+se+leve+-+Han,+Kang.epub'"
"27/03/2026 19:19:15","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\content' dans 'C:\Users\sense\Downloads\Pauline+Liétar+-+Manies+ennemies.epub'"
"29/03/2026 19:53:33","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"29/03/2026 19:53:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\À+quoi+bon+Remèdes+philosophiques+à+la+perte+de+sens+(Olivier+Dhilly).epub'"
"29/03/2026 19:53:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Journal+d’un+maton+(Sébastien+Piteau,+Frédéric+Ploquin).epub'"
"29/03/2026 19:53:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Marie.Neuser.2026.L.Ile.Ou.Je.Ne.Suis.Pas.Morte.French.Epub-NoGRP.epub'"
"29/03/2026 19:53:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\4.40 MB.jpg' dans 'C:\Users\sense\Downloads\Martin.Winckler.2026.L.Amour.A.Temps.French.Epub-NoGRP.epub'"
"29/03/2026 19:53:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4.50 MB.jpg' dans 'C:\Users\sense\Downloads\Sanae.Hoshio.2026.La.Maison.Du.Kintsugi.French.Epub-NoGRP.epub'"
"29/03/2026 19:53:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'Misc\beatrice-steele-t2-une-affaire-parfaitement-sordide_bookys.epub' dans 'C:\Users\sense\Downloads\un-violent-desir-de-chaleur-humaine-bookys.epub'"
"29/03/2026 21:52:38","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"04/04/2026 18:17:24","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"04/04/2026 18:17:26","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.80 MB.jpg' dans 'C:\Users\sense\Downloads\Isolation.Greg.Egan.1992.FR.[EPUB]-TEAM-ALEXANDRIZ.epub'"
"04/04/2026 18:17:26","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.60 MB.jpg' dans 'C:\Users\sense\Downloads\J.+G.+Ballard+-+Le+monde+englouti+(1962).epub'"
"04/04/2026 18:17:26","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4.40 MB.jpg' dans 'C:\Users\sense\Downloads\Jorn.Lier.Horst.2026.Ce.Cri.Que.Personne.N.Entend.French.Epub-NoGRP.epub'"
"04/04/2026 18:17:26","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\le-cabinet-des-illusions-enquete-a-vienne-1902.epub'"
"04/04/2026 18:17:26","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\misc\02. ONYX STORM by Rebecca Yarros.epub' dans 'C:\Users\sense\Downloads\le-cabinet-des-illusions-t2-enquete-a-venise-1907_bookys.epub'"
"04/04/2026 18:17:26","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\terrain-glissant-bookys (1).epub' dans 'C:\Users\sense\Downloads\le-hameau-bookys.epub'"
"04/04/2026 18:17:26","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Le+peuple+des+frileux+(Olivier+Jandot+Renan+Viguié).epub'"
"04/04/2026 18:17:26","Batch-Delete-BigFileinEpub","<Action> Suppression de 'Misc\VLG-11-LD (1).epub' dans 'C:\Users\sense\Downloads\les-enquetes-de-l-inspectrice-georgina-stuart-t10-tu-agoniseras-seul_bookys.epub'"
"04/04/2026 18:17:27","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\misc\04. FOURTH WING by Rebecca Yarros.epub' dans 'C:\Users\sense\Downloads\les-evades-du-convoi-53-bookys.epub'"
"04/04/2026 18:17:27","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Maxime+Chattam++-+L'Ame+du+mal+(2002).epub'"
"04/04/2026 18:17:27","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.40 MB.jpg' dans 'C:\Users\sense\Downloads\Peter.James.2026.Ils.Me.Croyaient.Morte.French.Epub-NoGRP.epub'"
"04/04/2026 18:17:27","Batch-Delete-BigFileinEpub","<Action> Suppression de 'Misc\12. THE WEDDING PEOPLE by Alison Espach.epub' dans 'C:\Users\sense\Downloads\tu-ne-tueras-point_bookys.epub'"
"05/04/2026 09:57:45","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"05/04/2026 09:57:47","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Cecile.Delacoudre.2026.La.Baptiste.French.Epub-NoGRP.epub'"
"05/04/2026 09:57:47","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Daniele.Salerno.2026.La.Conspiration.Des.Templiers.French.Epub-NoGRP.epub'"
"05/04/2026 09:57:47","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Joy.Fielding.2026.La.Pensionnaire.French.Epub-NoGRP.epub'"
"05/04/2026 09:57:47","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Pauline.Claviere.2026.Specimen.French.Epub-NoGRP.epub'"
"05/04/2026 17:50:58","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"05/04/2026 17:51:00","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Lee.Heejoo.2026.Holy.Boy.French.Epub-NoGRP.epub'"
"05/04/2026 17:51:00","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Melanie.Page.2026.Peaux.A.Peaux.French.Epub-NoGRP.epub'"
"05/04/2026 17:51:00","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Sigriour.Hagalín.Bjornsdottir.2026.Dieu.0.French.Epub-NoGRP.epub'"
"05/04/2026 17:51:00","Batch-Delete-BigFileinEpub","<Action> Suppression de '2\OEBPS\Images\1.8 MB.jpg' dans 'C:\Users\sense\Downloads\W3+Lintégrale+(3+volumes)+-+Jérôme+Camut,+Nathalie+Hug.epub'"
"06/04/2026 21:48:54","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"06/04/2026 21:48:56","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\2.2 MB.jpg' dans 'C:\Users\sense\Downloads\14.Thomas.Ward.l'Epouvanteur.Joseph.Delaney.2024.FR.[EPUB]-NOTAG.epub'"
"06/04/2026 21:48:56","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\2.5 MB.jpg' dans 'C:\Users\sense\Downloads\15.La.resurrection.de.l'Epouvanteur.Joseph.Delaney.2024.FR.[EPUB]-NOTAG.epub'"
"06/04/2026 21:48:56","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Abir.Mukherjee.2026.Les.Buchers.De.Calcutta.French.Epub-NoGRP.epub'"
"06/04/2026 21:48:56","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\Misc\Salamandre et dragone.epub' dans 'C:\Users\sense\Downloads\aujourd-hui-comme-hier_bookys.epub'"
"06/04/2026 21:48:57","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\A-032025.epub' dans 'C:\Users\sense\Downloads\cette-folle-envie-de-tuer_bookys.epub'"
"06/04/2026 21:48:57","Batch-Delete-BigFileinEpub","<Action> Suppression de '4 MB.jpg' dans 'C:\Users\sense\Downloads\Chroniques+de+Dragonlance,+T1+-+Dragons+dun+crépuscule+-+Margaret+Weis.epub'"
"06/04/2026 21:48:57","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Fern.Brady.2026.Non.Conforme.French.Epub-NoGRP.epub'"
"06/04/2026 21:48:57","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\misc\02. ONYX STORM by Rebecca Yarros.epub' dans 'C:\Users\sense\Downloads\inversion-1_bookys.epub'"
"06/04/2026 21:48:57","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Irene.Fenoglio.2026.Tout.Heritage.Est.Une.Metamorphose.French.Epub-NoGRP.epub'"
"06/04/2026 21:48:57","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\content' dans 'C:\Users\sense\Downloads\La+Peste+sur+vos+deux+familles+-+Robert+Littell.epub'"
